TATACOFFEE,           Ratio_name Ratio_value company_name
0       margin_growth    0.861269        ROUTE
1       margin_safety     4.75068        ROUTE
2             ROA_pos           1        ROUTE
3               fcfta           1        ROUTE
4         accrual_pos           1        ROUTE
5              fs_roa           1        ROUTE
6           f_accrual           0        ROUTE
7               lever           1        ROUTE
8              liquid           1        ROUTE
9   equity_repurchase           0        ROUTE
10         asset_turn           0        ROUTE
11          fs_margin           1        ROUTE
ROSSARI,           Ratio_name Ratio_value company_name
0       margin_growth    0.804145      ROSSARI
1       margin_safety     14.1802      ROSSARI
2             ROA_pos           1      ROSSARI
3               fcfta           0      ROSSARI
4         accrual_pos           0      ROSSARI
5              fs_roa           1      ROSSARI
6           f_accrual           0      ROSSARI
7               lever           1      ROSSARI
8              liquid           0      ROSSARI
9   equity_repurchase           1      ROSSARI
10         asset_turn           0      ROSSARI
11          fs_margin           0      ROSSARI
BAJAJ-AUTO,           Ratio_name Ratio_value company_name
0       margin_growth    0.960038   BAJAJ-AUTO
1       margin_safety     7.54289   BAJAJ-AUTO
2             ROA_pos           1   BAJAJ-AUTO
3               fcfta           1   BAJAJ-AUTO
4         accrual_pos           1   BAJAJ-AUTO
5              fs_roa           0   BAJAJ-AUTO
6           f_accrual           1   BAJAJ-AUTO
7               lever           1   BAJAJ-AUTO
8              liquid           0   BAJAJ-AUTO
9   equity_repurchase           1   BAJAJ-AUTO
10         asset_turn           0   BAJAJ-AUTO
11          fs_margin           1   BAJAJ-AUTO
NTPC,           Ratio_name Ratio_value company_name
0       margin_growth    0.934124         NTPC
1       margin_safety     9.25975         NTPC
2             ROA_pos           1         NTPC
3               fcfta           1         NTPC
4         accrual_pos           1         NTPC
5              fs_roa           1         NTPC
6           f_accrual           0         NTPC
7               lever           1         NTPC
8              liquid           1         NTPC
9   equity_repurchase           1         NTPC
10         asset_turn           0         NTPC
11          fs_margin           1         NTPC
LINDEINDIA,           Ratio_name Ratio_value company_name
0       margin_growth    0.885217   LINDEINDIA
1       margin_safety     5.57027   LINDEINDIA
2             ROA_pos           1   LINDEINDIA
3               fcfta           0   LINDEINDIA
4         accrual_pos           1   LINDEINDIA
5              fs_roa           0   LINDEINDIA
6           f_accrual           0   LINDEINDIA
7               lever           1   LINDEINDIA
8              liquid           0   LINDEINDIA
9   equity_repurchase           0   LINDEINDIA
10         asset_turn           0   LINDEINDIA
11          fs_margin           1   LINDEINDIA
GODFRYPHLP,           Ratio_name Ratio_value company_name
0       margin_growth    0.936936   GODFRYPHLP
1       margin_safety     4.00492   GODFRYPHLP
2             ROA_pos           1   GODFRYPHLP
3               fcfta           0   GODFRYPHLP
4         accrual_pos           0   GODFRYPHLP
5              fs_roa           0   GODFRYPHLP
6           f_accrual           0   GODFRYPHLP
7               lever           1   GODFRYPHLP
8              liquid           0   GODFRYPHLP
9   equity_repurchase           1   GODFRYPHLP
10         asset_turn           0   GODFRYPHLP
11          fs_margin           1   GODFRYPHLP
INFIBEAM,           Ratio_name Ratio_value company_name
0       margin_growth     1.07113     INFIBEAM
1       margin_safety    0.587075     INFIBEAM
2             ROA_pos           1     INFIBEAM
3               fcfta           1     INFIBEAM
4         accrual_pos           1     INFIBEAM
5              fs_roa           0     INFIBEAM
6           f_accrual           1     INFIBEAM
7               lever           1     INFIBEAM
8              liquid           0     INFIBEAM
9   equity_repurchase           0     INFIBEAM
10         asset_turn           0     INFIBEAM
11          fs_margin           0     INFIBEAM
JSWSTEEL,           Ratio_name Ratio_value company_name
0       margin_growth     0.84561     JSWSTEEL
1       margin_safety     2.61039     JSWSTEEL
2             ROA_pos           1     JSWSTEEL
3               fcfta           1     JSWSTEEL
4         accrual_pos           1     JSWSTEEL
5              fs_roa           1     JSWSTEEL
6           f_accrual           0     JSWSTEEL
7               lever           1     JSWSTEEL
8              liquid           1     JSWSTEEL
9   equity_repurchase           0     JSWSTEEL
10         asset_turn           0     JSWSTEEL
11          fs_margin           1     JSWSTEEL
VSTIND,           Ratio_name Ratio_value company_name
0       margin_growth     1.32635       VSTIND
1       margin_safety     2.36247       VSTIND
2             ROA_pos           1       VSTIND
3               fcfta           0       VSTIND
4         accrual_pos           0       VSTIND
5              fs_roa           0       VSTIND
6           f_accrual           0       VSTIND
7               lever           1       VSTIND
8              liquid           1       VSTIND
9   equity_repurchase           0       VSTIND
10         asset_turn           1       VSTIND
11          fs_margin           0       VSTIND
GARFIBRES,           Ratio_name Ratio_value company_name
0       margin_growth     0.85214    GARFIBRES
1       margin_safety     7.89681    GARFIBRES
2             ROA_pos           1    GARFIBRES
3               fcfta           0    GARFIBRES
4         accrual_pos           0    GARFIBRES
5              fs_roa           1    GARFIBRES
6           f_accrual           0    GARFIBRES
7               lever           1    GARFIBRES
8              liquid           1    GARFIBRES
9   equity_repurchase           0    GARFIBRES
10         asset_turn           0    GARFIBRES
11          fs_margin           1    GARFIBRES
PRESTIGE,           Ratio_name Ratio_value company_name
0       margin_growth    0.897778     PRESTIGE
1       margin_safety     3.27518     PRESTIGE
2             ROA_pos           1     PRESTIGE
3               fcfta           1     PRESTIGE
4         accrual_pos           1     PRESTIGE
5              fs_roa           1     PRESTIGE
6           f_accrual           0     PRESTIGE
7               lever           1     PRESTIGE
8              liquid           1     PRESTIGE
9   equity_repurchase           0     PRESTIGE
10         asset_turn           0     PRESTIGE
11          fs_margin           0     PRESTIGE
MMTC,           Ratio_name Ratio_value company_name
0       margin_growth         NaN         MMTC
1       margin_safety         NaN         MMTC
2             ROA_pos           1         MMTC
3               fcfta           1         MMTC
4         accrual_pos           0         MMTC
5              fs_roa           1         MMTC
6           f_accrual           0         MMTC
7               lever           0         MMTC
8              liquid           1         MMTC
9   equity_repurchase           0         MMTC
10         asset_turn           0         MMTC
11          fs_margin           1         MMTC
CROMPTON,           Ratio_name Ratio_value company_name
0       margin_growth    0.912168     CROMPTON
1       margin_safety     15.0333     CROMPTON
2             ROA_pos           1     CROMPTON
3               fcfta           1     CROMPTON
4         accrual_pos           1     CROMPTON
5              fs_roa           0     CROMPTON
6           f_accrual           1     CROMPTON
7               lever           0     CROMPTON
8              liquid           1     CROMPTON
9   equity_repurchase           1     CROMPTON
10         asset_turn           0     CROMPTON
11          fs_margin           1     CROMPTON
HUHTAMAKI,           Ratio_name Ratio_value company_name
0       margin_growth    0.776938    HUHTAMAKI
